BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3
Masooms,Restaurant/Cafe/Canteen,High Street,Goring,Reading
Master Fryer at Milestone Way Precinct,Takeaway/sandwich shop,7a Cavendish Road,Emmer Green,Reading
Matchasty London,Retailers - other,260-262 Kentwood Hill,Reading,
Maurice's Ice Cream,Restaurant/Cafe/Canteen,The Forbury,Reading,
Mavis Food and Wine at Reading Rail Station Concourse,Retailers - other,Station Approach,Reading,
McCafferty's,Pub/bar/nightclub,13-14 Friar Street,Reading,
McDonalds,Restaurant/Cafe/Canteen,287 Oxford Road,Reading,
McDonalds (Franchise),Restaurant/Cafe/Canteen,128-129 Friar Street,Reading,Berkshire
McDonalds at Forbury Retail Park,Restaurant/Cafe/Canteen,Kenavon Drive,Reading,
McDonalds at Reading Gate Retail Park,Restaurant/Cafe/Canteen,,Reading,
McDonalds at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,
McDonalds Restaurant,Restaurant/Cafe/Canteen,Mcdonald's Savacentre Bath Road,Calcot,Reading
Me Kong,Restaurant/Cafe/Canteen,St Lawrence House Abbey Square,Reading,
Meadway News,Retailers - other,151 The Meadway,Tilehurst,Reading
Meat Wala,Retailers - other,Unit 19-20 Meadway Shopping Centre,Tilehurst,Reading
Meat Wala,Retailers - other,61 St Mary's Butts,Reading,
Memory of Sichuan,Restaurant/Cafe/Canteen,109 Friar Street,Reading,
Mendes Catering,Mobile caterer,35 Donnington Gardens,Reading,
Menkind Ltd,Retailers - other,L17 The Lower Mall The Oracle Bridge Street,Reading,
Mercure Newbury West Grange Hotel,Hotel/bed & breakfast/guest house,West Grange Hotel Coxs Lane,Midgham,Reading
Merkur Slots,Other catering premises,104 - 105 Friar Street,Reading,
Mezzo La Strada,Mobile caterer,Sunnyside Reading Road,Burghfield Common,Reading
Mezzo La Strada Mobile Van,Mobile caterer,Broad Street,Reading,Berkshire
MFG Shinfield Service Station,Retailers - other,211 Shinfield Road,Reading,
Miah's of Pangbourne,Restaurant/Cafe/Canteen,26 Reading Road,Pangbourne,Reading
Micklands Pre-School,Caring Premises,Micklands Road,Caversham,Reading
Mighty Allstars at Downsway Primary School,Caring Premises,Downsway Primary School Warbreck Drive,Tilehurst,Reading
Mighty Allstars at Long Lane Primary School,Caring Premises,Long Lane Primary School Long Lane,Tilehurst,Reading
Milanoz King Pizza,Takeaway/sandwich shop,136 Wokingham Road,Reading,
Milk Bar Reading,Pub/bar/nightclub,8 Merchants Place,Reading,Berkshire
Miller & Carter at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,
Miller & Carter Caversham,Pub/bar/nightclub,109 Kidmore Road,Caversham,Reading
Miller & Carter Stevenage,Restaurant/Cafe/Canteen,Miller & Carter Stevenage Unit 13,Roaring Meg Retail Park,London Road
Millie's Cookies The Oracle,Retailers - other,Bridge Street,Reading,
Mini Market,Retailers - other,29 Whitley Street,Reading,
Mini Mo’z Kebabs,Takeaway/sandwich shop,27 Prospect Street Caversham,Reading,
Mini Oaks Preschool,Caring Premises,St Marys Church Church Lane,Burghfield,Reading
Miniso,Retailers - other,11 Broad Street,Reading,
Ministry Of Drinks,Retailers - other,6B High Street,Pangbourne,Reading
Miquill,Other catering premises,New Town Primary School School Terrace,Reading,
Miquill Catering at Kidmore End CE Primary School,School/college/university,Chalkhouse Green Road,Kidmore End,Reading
MJ Butequim,Other catering premises,1a Buckland Road,Reading,
MK Food & Wine,Retailers - other,598-602 Oxford Road,Reading,
Mleczko Delikatesy,Retailers - other,30 West Street,Reading,
MNKY Lounge,Pub/bar/nightclub,30 Erleigh Road,Reading,
Mo Mo 2 Go,Other catering premises,172 Oxford Road,Reading,
Mo's Kebab,Mobile caterer,20-22 Richfield Avenue,Reading,
Mojo's Bar,Pub/bar/nightclub,Reading University Students' Union,Pepper Lane,Earley
Momo Bros,Other catering premises,101 Northumberland Avenue,Reading,
Momo House,Other catering premises,28 Farnham Drive,Caversham,Reading
Momo Nepal,Restaurant/Cafe/Canteen,13 West Street,Reading,
Mon Cheri,Restaurant/Cafe/Canteen,18 West Street,Reading,
Monkey's Cafe,Restaurant/Cafe/Canteen,9 Greyfriars Road,Reading,
Monkeymoos Highdown,Other catering premises,The Pavillion Surley Row,Reading,
MonkeyMoos Huntley Wharf,Other catering premises,Huntley Wharf 2 Kenavon Drive,Reading,
Monty's Café,Restaurant/Cafe/Canteen,41 Addington Road,Reading,
Mooboo Bubble Tea,Takeaway/sandwich shop,39-41 Oxford Road,Reading,
Moogles,Mobile caterer,67 Chichester Road,Reading,
Moorlands Rest Home,Caring Premises,987 Oxford Road,Tilehurst,Reading
Morrisons,Retailers - supermarkets/hypermarkets,Basingstoke Road,Reading,
Morrisons Daily,Retailers - other,Milestone Way,Caversham,Reading
Morrisons Daily,Retailers - other,24 Coronation Square,Reading,
Morrisons Daily,Retailers - other,10 West End Road,Mortimer Common,Reading
Morrisons Daily,Retailers - other,56-58 Wensley Road,Reading,
Morrisons Petrol,Retailers - other,Basingstoke Road,Reading,
Mortimer Bistro,Restaurant/Cafe/Canteen,6 Victoria Road,Mortimer Common,Reading
Mortimer Brewing Company,Manufacturers/packers,Butlers Lands Farm,Mortimer,Reading
Mortimer Cafe,Restaurant/Cafe/Canteen,38 Victoria Road,Mortimer Common,Reading
Mortimer Community College,School/college/university,Mortimer Community College. Mortimer,Reading Road,South Shields
Mortimer West End Chapel,Restaurant/Cafe/Canteen,Chapel Of The Countess Of Huntingdons,Chapel Lane,Padworth Common
Mosaic's Peri Peri,Takeaway/sandwich shop,51 Wokingham Road,Reading,
Mother Kellys Fish And Chips,Takeaway/sandwich shop,Mother Kellys Fish & Chips,44 The Parade,Reading Road
Moulsford PFS,Retailers - other,47 Reading Road,Cholsey,Wallingford Oxon
Moulsford Service Station,Retailers - other,Gibbs Garage Reading Road,Moulsford,Wallingford Oxon
Mr Cod,Takeaway/sandwich shop,225 Shinfield Road,Reading,
Mr Cod,Takeaway/sandwich shop,155-161 Caversham Road,Reading,
Mr Cod,Takeaway/sandwich shop,211 London Road,Reading,
Mr Cod,Takeaway/sandwich shop,65 Whitley Street,Reading,
Mr Cod,Takeaway/sandwich shop,543 Oxford Road,Reading,
Mr Cod,Takeaway/sandwich shop,176 Oxford Road,Reading,
Mr Flame Peri Peri,Takeaway/sandwich shop,439 Basingstoke Road,Reading,
Mr Q Chinese Take Away,Takeaway/sandwich shop,38 The Parade,Reading Road,Yateley
Mr Simms,Retailers - other,68 Broad Street,Reading,
Mr T's Reading,Restaurant/Cafe/Canteen,43-45 Oxford Road,Reading,
Mr Yucel Timur Mobile Van - DU14 PJJ,Mobile caterer,The Triangle,Tilehurst,Reading Berkshire
Mrs Bland's Infant & Nursery School,School/college/university,Mrs Blands Infant School Jordans Lane,Burghfield Common,Reading
Mrs Peri Peri Kitchen,Takeaway/sandwich shop,549 Oxford Road,Reading,
Ms Susan Jane Hubbard,Other catering premises,161 Kidmore Road,Caversham,Reading
Muffin Break Reading,Restaurant/Cafe/Canteen,Broad Street Mall 213-217 Broad Street,Reading,
Mulberry Care Home,Caring Premises,155a Wokingham Road,Reading,
Munchees,Restaurant/Cafe/Canteen,2-3 Butter Market,Reading,
Munchies Express,Retailers - supermarkets/hypermarkets,7 Royal Avenue,Calcot,Reading
Munchiies,Restaurant/Cafe/Canteen,65 Wokingham Road,Reading,
Museum of English Rural Life,Other catering premises,6 Redlands Road,Reading,
Mustang kitchen,Takeaway/sandwich shop,18 Lincoln Road,Reading,
My Cup Of HK Tea,Takeaway/sandwich shop,77-79 Kings Road,Reading,
My Fruit Marketplace,Retailers - other,Blue Collar Corner 15 Hosier Street,Reading,
Mywok Chowout,Takeaway/sandwich shop,89 Friar Street,Reading,
M’s Bakes,Other catering premises,Victoria Arms 54 Victoria Road,Mortimer Common,Reading
N Family Club,Caring Premises,3-5 Craven Road,Reading,
N K Food and Wine,Retailers - other,Hardwick Road,Tilehurst,Reading
Naaz Foods,Takeaway/sandwich shop,113 Kingsbridge Road,Reading,
Namak Mirch,Takeaway/sandwich shop,251 London Road,Reading,
Namaste Kitchen at Hook & Tackle,Pub/bar/nightclub,Katesgrove Lane,Reading,
Nando's,Restaurant/Cafe/Canteen,30-31 Friar Street,Reading,
Nando's,Restaurant/Cafe/Canteen,Unit B,Reading Gateway,Imperial Way
Nando's,Restaurant/Cafe/Canteen,Nando's Unit 8,Roaring Meg Retail Park,London Road
Nando's Chickenland at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,
Nathan's Nibbles,Restaurant/Cafe/Canteen,4 Prospect Street,Caversham,Reading
Natural Steps After School Club at the Globe,Caring Premises,12 Portman Road,Reading,
Navara Lodge Residential Rest Home,Caring Premises,1009 Oxford Road,Tilehurst,Reading
Neferititi Market,Retailers - supermarkets/hypermarkets,61 St Marys Butts,Reading,
Neko Kitchen,Restaurant/Cafe/Canteen,19-23 Kings Walk  King Street,Reading,
Nenthead Community Shop & P O,Retailers - other,The Reading Room,,Nenthead
Neville Hall,Other catering premises,Milley Road,Waltham St Lawrence,Reading
New Beginnings Reading at Queens Arms,Restaurant/Cafe/Canteen,24 Great Knollys Street,Reading,
New Bridge Nursery School,Other catering premises,Montague Street Caversham,Reading,
New City Fish Bar,Takeaway/sandwich shop,52 Buckland Road,Reading,
New Directions,Other catering premises,330 Northumberland Avenue,Reading,
New Directions at Cedar Court,Restaurant/Cafe/Canteen,30 Whitley Rise,Reading,
New Happy Garden,Takeaway/sandwich shop,81 Wokingham Road,Reading,
New Look at The Oracle,Retailers - other,Bridge Street,Reading,
New Town Primary School Breakfast Club,Other catering premises,School Terrace,Reading,
Newsmasters,Retailers - other,112 Northumberland Avenue,Reading,
Next Thing Education Camps,Other catering premises,110 Ashampstead Road,Reading,
Next Thing Education Camps,Other catering premises,St Michaels Primary School Dee Road,Tilehurst,Reading
Nibsy's,Mobile caterer,Reading Station North Pitch 1 Trooper Potts Way,Reading,
Niki Convenience Store,Retailers - other,177-179 Whitley Wood Lane,Reading,Berkshire
NineSix,Distributors/Transporters,20-22 Richfield Avenue,Reading,
Nino's Italian Deli,Retailers - other,10 Reading Road,Pangbourne,Reading
Nirai,Restaurant/Cafe/Canteen,64 St Marys Butts,Reading,
Nisa,Retailers - other,1 Recreation Road,Burghfield Common,Reading
Nisa,Retailers - supermarkets/hypermarkets,163-165 Caversham Road,Reading,
Nisa Local,Retailers - supermarkets/hypermarkets,89-91 Basingstoke Road,Reading,
Nisbets PLC,Retailers - other,62 Friar Street,Reading,
Nisha Food & Wine,Retailers - other,106 Queens Road,Reading,
Niyis Ltd,Retailers - other,Sentinel End,Reading,
No 1 Convenience Store,Retailers - other,1 Elgar Road,Reading,c
No 11 Bistro,Restaurant/Cafe/Canteen,11 Reading Road,Pangbourne,Reading
Noa's,Restaurant/Cafe/Canteen,Abbey House 1650 Arlington Business Park,Theale,Reading
Noon Sweet and Savouries,Takeaway/sandwich shop,429 Oxford Road,Reading,
Norcot Food & Wine,Retailers - other,22 Norcot Road,Tilehurst,Reading
Norcot Food Pantry,Restaurant/Cafe/Canteen,Brockley Close,Tilehurst,Reading
Norcot Service Station,Retailers - other,856 Oxford Road,Reading,
Northcourt Lodge Nursing Home,Caring Premises,65 Northcourt Avenue,Reading,
Northcourt News,Retailers - other,159 Northcourt Avenue,Reading,
Northumberland Day Nursery,Caring Premises,14 Northumberland Avenue,Reading,
Northumberland Food & Wine,Retailers - other,467 Northumberland Avenue,Reading,
Norton Tea Room,Restaurant/Cafe/Canteen,Reading Rooms,Great Street,Norton Sub Hamdon
Nosh @,Takeaway/sandwich shop,48a Buckland Road,Reading,
Notes Coffee,Restaurant/Cafe/Canteen,3 Station Hill Square,Reading,
Novotel,Hotel/bed & breakfast/guest house,25b Friar Street,Reading,
NSSport MJ at Churchend School,School/college/university,Usk Road,Tilehurst,Reading
NSSport MJ at St Michaels Primary School,School/college/university,Dee Road,Tilehurst,Reading
Nutriseed,Manufacturers/packers,119 Loverock Road,Reading,
O'Anna's,Restaurant/Cafe/Canteen,Flat 1 1A London Road,Reading,
O'Neills,Pub/bar/nightclub,4 Friar Street,Reading,Berkshire
Oakford Social Club,Pub/bar/nightclub,53 Blagrave Street,Reading,Berkshire
Oakhouse Foods Thames Valley,Retailers - other,5 Arkwright Road,Reading,Berkshire
Ocean Garden,Takeaway/sandwich shop,24 Hildens Drive,Tilehurst,Reading
OCS at Beechwood Grove,Caring Premises,Albert Road,Caversham,Reading
OCS Food Co at Thames Water,Restaurant/Cafe/Canteen,Vastern Road,Reading,
OCS Food Company @ Tesco Reading,Restaurant/Cafe/Canteen,Imperial Way,Reading,
OCS Food Company @ Thames Water,Restaurant/Cafe/Canteen,550 South Oak Way,Reading,
Office Point,Distributors/Transporters,Unit 5-6 Caxton Close Loverock Road Trading Estate,Reading,
Ohayo Sushi & Wok,Takeaway/sandwich shop,936 Oxford Road,Tilehurst,Reading
Oishi,Takeaway/sandwich shop,314 Oxford Roas,Reading,
Old Reading Room Tea-Rooms,Restaurant/Cafe/Canteen,Old Reading Room Gallery,The Street,Kelling
Olive Catering at Hibu Staff Canteen,Restaurant/Cafe/Canteen,23 Forbury Road,Reading,
Olive Catering Services Ltd @ Cafe 10,Restaurant/Cafe/Canteen,1410 Arlington Business Park,Theale,Reading
Oliver’s Pure Oil,Retailers - other,Flat 10 154 Coley Avenue,Reading,
One Beyond,Retailers - supermarkets/hypermarkets,Unit 1 Vastern Court Caversham Road,Reading,
One School Global,School/college/university,The Quad 14 Arkwright Road,Reading,
One Stop,Retailers - other,115A Reading Road,YATELEY,Hampshire
One Stop,Retailers - other,115A Reading Road,YATELEY,Hampshire
One Stop (T&S) Stores,Retailers - other,29 High Street,Theale,Reading
One Stop Shop,Retailers - other,83 Northumberland Avenue,Reading,
OPAC (Older Peoples Activities in Caversham),Restaurant/Cafe/Canteen,Northbrook Road,Caversham,Reading Berkshire
Operation Friendship,Other catering premises,15 Elm Court,Sonning Common,Reading
Orchard View Honey,Farmers/growers,Bradfield College Common Hill,Bradfield,Reading
Ori Caffe at John Lewis,Restaurant/Cafe/Canteen,108-113 Broad Street,Reading,
Oriental Express,Takeaway/sandwich shop,20 Farnham Drive,Caversham,Reading
Oriental Gourmet Chinese,Takeaway/sandwich shop,15 School Road,Tilehurst,Reading
Osaka at the Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,
Our Coop Little Pioneers,Other catering premises,The Hospitium Valp Street,Reading,
Outdoor Academy,Restaurant/Cafe/Canteen,Unit 4c Grange Lane,Beenham,Reading
Overbridge WHSmiths at Reading Rail Station,Retailers - other,Station Approach,Reading,
Oxfam,Retailers - other,5 The Square,Pangbourne,Reading
Oxford Health Wallingford Community Hospital,Caring Premises,Reading Road,Wallingford,Oxon
Oxford Road Community School After School Club,Other catering premises,146 Oxford Road,Reading,
Oxford Road Primary School,School/college/university,146 Oxford Road,Reading,
Oxford Road Service Station,Retailers - other,150 Oxford Road,Reading,
Oxford Road Store,Retailers - other,512 Oxford Road,Reading,
Oxford Sweet Shop,Retailers - other,462 Oxford Road,Reading,
Oxygen ActivePlay Reading,Restaurant/Cafe/Canteen,8 Bridgewater Close,Reading,
OYE Paitu’s Kitchen,Takeaway/sandwich shop,308 Oxford Road,Reading,
PadelHub,Retailers - other,4b Kenavon Drive,Reading,
"Paesinos Italian Pizzeria, Roast and Roots, Tokyo Burger",Restaurant/Cafe/Canteen,Unit 4 2 Kings Road,Reading,
Palace Village Pizza & Peri Peri,Takeaway/sandwich shop,254 Kentwood Hill Tilehurst,Reading,
Palmer Tavern,Pub/bar/nightclub,128 Wokingham Road,Reading,
Pangbourne And Dist Bowls Club,Pub/bar/nightclub,Recreation Ground Thames Avenue,Pangbourne,Reading
Pangbourne Cafe,Restaurant/Cafe/Canteen,14 Whitchurch Road,Pangbourne,Reading
Pangbourne Day Nursery,Caring Premises,21D Reading Road,Pangbourne,Reading
Pangbourne Valley Playgroup,Caring Premises,Pangbourne Primary School Kennedy Drive,Pangbourne,Reading
Pangbourne Working Mens Club,Pub/bar/nightclub,1 Whitchurch Road,Pangbourne,Reading
Papa Gee,Restaurant/Cafe/Canteen,5 Prospect Street,Caversham,Reading
Papa Johns,Takeaway/sandwich shop,223 Shinfield Road,Reading,
Papa Johns,Takeaway/sandwich shop,Moulsford Mews,Reading,
Paprika Indian Takeaway,Takeaway/sandwich shop,167 Caversham Road,Reading,
Park Day Nursery,Caring Premises,8 College Road,Reading,
Park Eat at University of Reading,Restaurant/Cafe/Canteen,Upper Redlands Road,Reading,
Park Lane Off Licence,Retailers - other,154 Park Lane,Tilehurst,Reading
Parkside House,Caring Premises,Parkside Road,Reading,HAI
Parkside International Hotel,Hotel/bed & breakfast/guest house,72 Bath Road,Reading,
Parthian Climbing,Restaurant/Cafe/Canteen,Britten Road,Reading,
Pasibrzueszek Polish Cousin Restaurant,Restaurant/Cafe/Canteen,49 Hemdean Road,Caversham,Reading
Pasta Evangelists,Takeaway/sandwich shop,Milford Road,Reading,
Pasty Shop at Reading Train station,Takeaway/sandwich shop,Station Approach,Reading,
Path Hill Outdoors,Restaurant/Cafe/Canteen,The Old Dairy Path Hill,Goring Heath,Reading
Pathaans,Restaurant/Cafe/Canteen,2 Bridge Street Caversham,Reading,
Pau Brasil,Retailers - other,89-91 Mount Pleasant,Reading,
Paul Patisserie,Restaurant/Cafe/Canteen,70-72 Broad Street,Reading,
Pausa Coffee Shop At Dunelm Mill,Restaurant/Cafe/Canteen,Dunelm Mill Pincents Kiln,Calcot,Reading
Pavillion Pantry,Other catering premises,143-145 Oxford Road,Reading,
Paya/Korean Krispy,Takeaway/sandwich shop,84 London Street,Reading,
Peach's Stores,Retailers - other,Peachs Stores Long Grove,Upper Bucklebury,Reading
Pearls Bubble Tea,Restaurant/Cafe/Canteen,University Of Reading Students Union,Whiteknights Road,Earley
Pembroke Lodge,Caring Premises,32 Alexandra Road,Reading,EADING fOOD cENTRE
Penta Hotel Reading,Hotel/bed & breakfast/guest house,Oxford Road,Reading,Berkshire
Pepe's Piri Piri,Takeaway/sandwich shop,109b Oxford Road,Reading,
Perfect Fried Chicken,Takeaway/sandwich shop,158 Oxford Road,Reading,
Perfect Parties,Other catering premises,64 Victoria Road,Mortimer Common,Reading
Peri Peri Chicken Hut,Takeaway/sandwich shop,37 Whitley Street,Reading,
Perk Café,Restaurant/Cafe/Canteen,100 Brook Drive,Reading,
Perry's Carribbean Food,Restaurant/Cafe/Canteen,7 High Street,Reading,
Phantom Brewing Co,Pub/bar/nightclub,Meadow Road,Reading,
Pho 86,Restaurant/Cafe/Canteen,35-37 St Marys Butts,Reading,
Pho at Kings Walk,Restaurant/Cafe/Canteen,King Street,Reading,
Phoenix the Village Shop Limited,Retailers - other,The Village Shop Bath Road,Woolhampton,Reading
Picnic Foods,Restaurant/Cafe/Canteen,5 Butter Market,Reading,
Pierre's Baguettes,Takeaway/sandwich shop,58a St Marys Butts,Reading,
Pierre's Baguettes,Takeaway/sandwich shop,16-17 Harris Arcade,Reading,
Pierreponts Cafe,Restaurant/Cafe/Canteen,1 High Street,Goring,Reading
Pierreponts Cafe at The Herb Farm,Restaurant/Cafe/Canteen,The Herb Farm Peppard Road,,Sonning Common Reading
Pine Croft 1 Monks Barn,Caring Premises,Cressingham Road,Reading,Berkshire
Pine Rivers Day Nursery,Caring Premises,5 Western Elms Avenue,Reading,
Pit Stop Cafe,Restaurant/Cafe/Canteen,Silverstone Motor Racing Circuit,Silverstone Circuit,Silverstone
PitStop Cafe @ Gridline Racing,Restaurant/Cafe/Canteen,Gridline Racing,Dunford Road,Lincoln
Piwnica Pub,Pub/bar/nightclub,81 London Road,Reading,
Pizza 2 Night,Takeaway/sandwich shop,155-157 Southampton Street,Reading,
Pizza Cottage Reading,Takeaway/sandwich shop,383 Oxford Road,Reading,
Pizza Express at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,
Pizza Go Go,Takeaway/sandwich shop,49 Basingstoke Road,Reading,
Pizza House,Takeaway/sandwich shop,80 Oxford Road,Reading,
Pizza Hut,Takeaway/sandwich shop,529 Oxford Road,Reading,
Pizza Hut,Takeaway/sandwich shop,231a Shinfield Road,Reading,
Pizza Hut Delivery,Takeaway/sandwich shop,6 The Parade,34 Reading Road,Yateley
Pizza Press,Mobile caterer,370 Tilehurst Road,Reading,
Pizza Presto,Takeaway/sandwich shop,53 Whitley Street,Reading,
Platter (by Benugo at John Lewis),Takeaway/sandwich shop,108-113 Broad Street,Reading,
Playday,Caring Premises,100 Hemdean Road,Caversham,Reading
Playlist Live / Live Investments,Pub/bar/nightclub,108 Friar Street,Reading,
Playtime at The Oracle,Mobile caterer,Bridge Street,Reading,
PMK Supermarket,Retailers - other,536-540 Northumberland Avenue,Reading,
Pokhara Delight,Restaurant/Cafe/Canteen,21 Reading Road,Henley-On-Thames,Oxon
Police Rehabilitation Centre,Caring Premises,Flint House Reading Road,Goring,Reading
Polmont Playgroup,School/college/university,,Polmont Playgroup,Redding Road
Polski Sklep Smaczek Reading Ltd,Retailers - other,23-25 Oxford Road,Reading,
Popeyes,Restaurant/Cafe/Canteen,107 Broad Street,Reading,
Popeyes Louisiana Chicken,Restaurant/Cafe/Canteen,Unit 3a Proctor End North,Reading,
Popworld/ Sub 89,Pub/bar/nightclub,110-117 Friar Street,Reading,
Poundland at Broad Street Mall,Retailers - other,Broad Street,Reading,
Prablin Store,Retailers - supermarkets/hypermarkets,5-6 Friar Street,Reading,
Premier,Retailers - other,72 Christchurch Road,Reading,
Premier,Retailers - other,72 Christchurch Road,Reading,
Premier,Retailers - other,26 Coronation Square,Reading,
Premier Addington Local,Retailers - other,80 Addington Road,Reading,
Premier Berkeley Stores,Retailers - other,39a Berkeley Avenue,Reading,
Premier Education Holiday Camp @ New Christ Church Primary School,Other catering premises,Milman Road,Reading,
Premier Inn,Hotel/bed & breakfast/guest house,Richfield Avenue,Reading,Berkshire
Premier Inn Reading Central,Hotel/bed & breakfast/guest house,Letcombe Street,Reading,Berkshire
Premier Park Lane,Retailers - other,4 Park Lane,Tilehurst,Reading
Premier Plus Events,Mobile caterer,Green Gables Tidmarsh Lane,Tidmarsh,Reading
"Premier Stores ""Earley Express""",Retailers - other,125 Wokingham Road,Reading,
Premier Stores Theale Convenience,Retailers - other,12 High Street,Theale,Reading
Pret  A Manger,Restaurant/Cafe/Canteen,211 Shinfield Road,Reading,
Pret a Manger at Moto Hospitality West,Restaurant/Cafe/Canteen,Motorway Service Area,Burghfield,Reading
Pret a Manger At Reading Eastbound,Restaurant/Cafe/Canteen,Motorway Service Area,Burghfield,Reading
Pret a Manger at Thames Tower,Restaurant/Cafe/Canteen,37-45 Station Road,Reading,
Pret a Manger at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,
Prezzo,Restaurant/Cafe/Canteen,10-12 King Street,Reading,
Prime Seven Mart,Retailers - other,10-12 Oxford Road,Reading,
Prince Of Wales Public House,Pub/bar/nightclub,77 Reading Road South,Fleet,
Proper Takeout,Restaurant/Cafe/Canteen,Dunsden Green Farmhouse Church Lane,Dunsden,Reading Oxon
Prospect Bowling Club,Pub/bar/nightclub,Honey End Lane,Reading,Berkshire
Providence Chapel,Other catering premises,103 Oxford Road,Reading,
Pudd n Parcel,Other catering premises,24 Peppard Road Emmer Green,Reading,
Punjab Foods,Retailers - other,42 Erleigh Road,Reading,
Purdey at The Royal Berkshire Shooting School,Restaurant/Cafe/Canteen,Tomb Farm Hook End Lane,Ashampstead,Reading
Puree mobile van,Mobile caterer,Pitch 5 Broad Street,Reading,
PureGym,Retailers - other,350 Basingstoke Road,Reading,
PureGym,Retailers - other,69 Caversham Road,Reading,
Purley Park Social Club,Pub/bar/nightclub,82 - 84 Wintringham Way,Purley On Thames,Reading
Purley Pre School,Caring Premises,Long Lane Primary School Long Lane,Tilehurst,Reading
Purley Sports & Social Club,Pub/bar/nightclub,The Purley Sports And Social Club Goosecroft Lane,Purley On Thames,Reading
Purple Turtle,Pub/bar/nightclub,9 Gun Street,Reading,
Quality Care Providers,Caring Premises,51a Circuit Lane,Southcote,Reading
Quality Care Providers Limited,Caring Premises,88 Northumberland Avenue,Reading,
Quattro Restaurant,Restaurant/Cafe/Canteen,14 Prospect Street,Caversham,Reading
Qumin Takeaway,Takeaway/sandwich shop,116 Henley Road,Caversham,Reading
R D Catering at Henley Masonic Centre,Restaurant/Cafe/Canteen,Thames Lodge 61 Reading Road,Henley-On-Thames,Oxon
Racing Club Warwick FC,Pub/bar/nightclub,Racing Club Fc,Hampton Road,
Radish Food Services at South Stoke Primary School,School/college/university,South Stoke Primary School The Street,South Stoke,Reading
Rafina Coffee Lounge,Restaurant/Cafe/Canteen,45 West Street,Reading,
Rahim Superstore,Retailers - other,59-61 Wokingham Road,Reading,
Rainbow Day Nursery,Caring Premises,19 Craven Road,Reading,
Rancheese,Restaurant/Cafe/Canteen,171 Caversham Road,Reading,
Rap Café,Other catering premises,Regus 200 Brook Drive Green Park,Reading,
Rarebreed Dinning At The Shurlock Inn,Restaurant/Cafe/Canteen,The Shurlock Inn,The Street,Shurlock Row
Rawcliffe Primary School,School/college/university,Ridding Lane,Rawcliffe,Goole
RCCG Victory at Reading,Other catering premises,553 Oxford Road,Reading,
Re-Charge Refectory,School/college/university,Kings Road,Reading,
Readifood,Retailers - other,33 Boulton Road,Reading,
Reading & District Irish Association,Pub/bar/nightclub,96-104 Chatham Street,Reading,
Reading Abbey RFC Ltd,Pub/bar/nightclub,Peppard Road,Emmer Green,Reading
Reading Beach & Christmas Bar,Pub/bar/nightclub,Bridge Street,Reading,
Reading Biscuit Factory,Retailers - other,1a Queens Walk,Reading,
Reading Bowling Club,Pub/bar/nightclub,94 Kendrick Road,Reading,
Reading Express,Retailers - other,102 Oxford Road,Reading,
Reading Food Centre,Retailers - other,75 Northumberland Avenue,Reading,
Reading Gateway Premier Inn,Pub/bar/nightclub,Reading Gateway,Imperial Way,Reading
Reading Ghana Seventh-Day Adventist Church,Other catering premises,10 Cremyll Road,Reading,
Reading Golders luncheon Group at Wesley Methodist Church,Restaurant/Cafe/Canteen,84 Queens Road,Reading,
Reading Grill,Takeaway/sandwich shop,405 Oxford Road,Reading,
Reading Hindu Temple,Other catering premises,112 Whitley Street,Reading,Berkshire
Reading Local,Retailers - other,252-256 Kings Road,Reading,
Reading Mencap,Caring Premises,21 Alexandra Road,Reading,
Reading Mini Mart,Retailers - other,302 Oxford Road,Reading,
Reading Pharmacy,Retailers - other,105 Wokingham Road,Reading,
Reading Quality Fish,Retailers - other,7 West Street,Reading,
Reading Railway Club,Pub/bar/nightclub,6a Station Hill,Reading,
Reading Room,Restaurant/Cafe/Canteen,Reading Room Kemp Town Slopes,Madeira Drive,Brighton
Reading Room Day Spa,Restaurant/Cafe/Canteen,1 The Reading Room The Street,,Iford
Reading School,School/college/university,Erleigh Road,Reading,
Reading Scientific Services Ltd,Other catering premises,,Reading Service Centre,Whiteknights Campus
Reading Sea Cadets,Restaurant/Cafe/Canteen,Oxford Road,Reading,
Reading Socialeyes,Restaurant/Cafe/Canteen,Redlands Parish Church & Hall St Luke's Church,Reading,
Reading Supermarket,Retailers - supermarkets/hypermarkets,437-439 Oxford Road,Reading,
Reading Tandoori,Restaurant/Cafe/Canteen,262-264 Oxford Road,Reading,
Reading West SDA,Other catering premises,24 Portman Road,Reading,
Reading YMCA Football Club,Pub/bar/nightclub,Padworth Village Hall Padworth Lane,Lower Padworth,Reading
Ready Tasty Fish & Chips,Takeaway/sandwich shop,112 Henley Road,Caversham,Reading
Recipe Hub,Restaurant/Cafe/Canteen,2-4 Kings Road,Reading,
Red Balloon Learner Centre,School/college/university,220 Kings Road,Reading,
